negatives
"frozenset({'P83876', 'AndrogenReceptor', 'O75643'})"
"frozenset({'Q6ZW49', 'Q9UJX3', 'AndrogenReceptor'})"
"frozenset({'Q9UI47', 'P63261', 'AndrogenReceptor'})"
"frozenset({'O75387', 'AndrogenReceptor', 'P10275'})"
"frozenset({'Q16254', 'O75385', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'O43278', 'P15622'})"
"frozenset({'P20700', 'AndrogenReceptor', 'P42574'})"
"frozenset({'O95433', 'AndrogenReceptor', 'P62913'})"
"frozenset({'O95433', 'AndrogenReceptor', 'O76081'})"
"frozenset({'P55809', 'O75874', 'AndrogenReceptor'})"
"frozenset({'P52565', 'AndrogenReceptor', 'P09972'})"
"frozenset({'P62280', 'P52272', 'AndrogenReceptor'})"
"frozenset({'Q6ZW31', 'Q00536', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q96S97', 'Q96H55'})"
"frozenset({'P01106', 'AndrogenReceptor', 'Q86XS8'})"
"frozenset({'Q13191', 'Q9ULH1', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q15286', 'Q676U5'})"
"frozenset({'O43175', 'AndrogenReceptor', 'P47985'})"
"frozenset({'Q99469', 'AndrogenReceptor', 'Q08379'})"
"frozenset({'Q8IV08', 'AndrogenReceptor', 'Q96AE4'})"
"frozenset({'AndrogenReceptor', 'Q96NH3', 'P50613'})"
"frozenset({'P48995', 'AndrogenReceptor', 'Q9Y210'})"
"frozenset({'Q13618', 'AndrogenReceptor', 'Q9NQT4'})"
"frozenset({'AndrogenReceptor', 'P51610', 'Q8WTV1'})"
"frozenset({'O95071', 'AndrogenReceptor', 'Q96L12'})"
"frozenset({'O14949', 'AndrogenReceptor', 'Q9NS69'})"
"frozenset({'AndrogenReceptor', 'Q9P287', 'P27635'})"
"frozenset({'P08238', 'P25098', 'AndrogenReceptor'})"
"frozenset({'P04183', 'Q8IY18', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P01116', 'P42338'})"
"frozenset({'P30048', 'Q9UH62', 'AndrogenReceptor'})"
"frozenset({'P09629', 'Q15910', 'AndrogenReceptor'})"
"frozenset({'P00519', 'Q99704', 'AndrogenReceptor'})"
"frozenset({'P60484', 'P60953', 'AndrogenReceptor'})"
"frozenset({'P56524', 'AndrogenReceptor', 'P63104'})"
"frozenset({'P57086', 'Q96JS3', 'AndrogenReceptor'})"
"frozenset({'P52735', 'AndrogenReceptor', 'P15391'})"
"frozenset({'Q9C0C2', 'AndrogenReceptor', 'P19838'})"
"frozenset({'Q15306', 'Q9H4E7', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q8NHW5', 'P05386'})"
"frozenset({'O76041', 'Q08043', 'AndrogenReceptor'})"
"frozenset({'P63167', 'P30153', 'AndrogenReceptor'})"
"frozenset({'Q6PK18', 'AndrogenReceptor', 'Q9Y625'})"
"frozenset({'AndrogenReceptor', 'P60033', 'P14618'})"
"frozenset({'P35790', 'AndrogenReceptor', 'P05067'})"
"frozenset({'AndrogenReceptor', 'Q9BWV3', 'Q9UN30'})"
"frozenset({'P56975', 'P21675', 'AndrogenReceptor'})"
"frozenset({'O95968', 'Q96BA8', 'AndrogenReceptor'})"
"frozenset({'P38646', 'AndrogenReceptor', 'Q5T013'})"
"frozenset({'Q8IUE6', 'Q96DB2', 'AndrogenReceptor'})"
"frozenset({'P58557', 'AndrogenReceptor', 'Q9BWG6'})"
"frozenset({'P48443', 'P10828', 'AndrogenReceptor'})"
"frozenset({'P52292', 'AndrogenReceptor', 'O00505'})"
"frozenset({'P78362', 'AndrogenReceptor', 'O75426'})"
"frozenset({'P43629', 'Q9NRY5', 'AndrogenReceptor'})"
"frozenset({'P38405', 'Q8NGZ9', 'AndrogenReceptor'})"
"frozenset({'Q13433', 'Q86VU5', 'AndrogenReceptor'})"
"frozenset({'Q6ZNH5', 'AndrogenReceptor', 'P60411'})"
"frozenset({'P54727', 'AndrogenReceptor', 'O75398'})"
"frozenset({'Q8TDX7', 'Q9HC35', 'AndrogenReceptor'})"
"frozenset({'Q92913', 'Q16620', 'AndrogenReceptor'})"
"frozenset({'Q8IZJ0', 'AndrogenReceptor', 'Q6UXL0'})"
"frozenset({'Q13315', 'AndrogenReceptor', 'Q15075'})"
"frozenset({'AndrogenReceptor', 'P28482', 'O75582'})"
"frozenset({'P24001', 'P41182', 'AndrogenReceptor'})"
"frozenset({'P03905', 'AndrogenReceptor', 'P62993'})"
"frozenset({'Q07666', 'AndrogenReceptor', 'Q99873'})"
"frozenset({'Q8NGN5', 'P32121', 'AndrogenReceptor'})"
"frozenset({'P04629', 'P81605', 'AndrogenReceptor'})"
"frozenset({'P35367', 'Q99963', 'AndrogenReceptor'})"
"frozenset({'O60739', 'AndrogenReceptor', 'P24534'})"
"frozenset({'Q86XI2', 'Q9HC98', 'AndrogenReceptor'})"
"frozenset({'P78358', 'AndrogenReceptor', 'Q9Y4H4'})"
"frozenset({'O60739', 'AndrogenReceptor', 'P62857'})"
"frozenset({'P54278', 'AndrogenReceptor', 'P17980'})"
"frozenset({'AndrogenReceptor', 'P63000', 'P14778'})"
"frozenset({'P35250', 'Q86VP6', 'AndrogenReceptor'})"
"frozenset({'Q8NE86', 'AndrogenReceptor', 'Q14232'})"
"frozenset({'Q92905', 'Q6TFL4', 'AndrogenReceptor'})"
"frozenset({'O15234', 'Q9Y383', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P43355', 'P30450'})"
"frozenset({'P49792', 'AndrogenReceptor', 'Q02880'})"
"frozenset({'P19012', 'Q08117', 'AndrogenReceptor'})"
"frozenset({'Q99689', 'AndrogenReceptor', 'P07237'})"
"frozenset({'P84022', 'Q08117', 'AndrogenReceptor'})"
"frozenset({'P34931', 'AndrogenReceptor', 'P53779'})"
"frozenset({'P25098', 'Q8NGE8', 'AndrogenReceptor'})"
"frozenset({'Q92841', 'Q9BXB1', 'AndrogenReceptor'})"
"frozenset({'O14980', 'Q96HC4', 'AndrogenReceptor'})"
"frozenset({'Q9NY97', 'Q6UVY6', 'AndrogenReceptor'})"
"frozenset({'P04406', 'O95793', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'O15550', 'Q71DI3'})"
"frozenset({'P82933', 'AndrogenReceptor', 'Q7Z7F7'})"
"frozenset({'P78552', 'AndrogenReceptor', 'Q8WXH5'})"
"frozenset({'AndrogenReceptor', 'P63104', 'P32927'})"
"frozenset({'P31749', 'AndrogenReceptor', 'O15111'})"
"frozenset({'P10415', 'P04049', 'AndrogenReceptor'})"
"frozenset({'Q9UKB1', 'AndrogenReceptor', 'P46783'})"
"frozenset({'AndrogenReceptor', 'P03973', 'Q13387'})"
"frozenset({'P01242', 'AndrogenReceptor', 'P16871'})"
"frozenset({'Q06830', 'AndrogenReceptor', 'Q6UXB4'})"
"frozenset({'Q7Z3S9', 'AndrogenReceptor', 'P08631'})"
"frozenset({'O00459', 'AndrogenReceptor', 'P42680'})"
"frozenset({'AndrogenReceptor', 'O75934', 'Q13573'})"
"frozenset({'P62979', 'Q9H3D4', 'AndrogenReceptor'})"
"frozenset({'P54652', 'AndrogenReceptor', 'O14965'})"
"frozenset({'Q99963', 'Q15052', 'AndrogenReceptor'})"
"frozenset({'P04746', 'Q00534', 'AndrogenReceptor'})"
"frozenset({'P46977', 'AndrogenReceptor', 'Q15717'})"
"frozenset({'AndrogenReceptor', 'Q8WW24', 'Q03431'})"
"frozenset({'Q9H1Y0', 'Q9Y4P8', 'AndrogenReceptor'})"
"frozenset({'P04062', 'P22681', 'AndrogenReceptor'})"
"frozenset({'Q5BKU9', 'AndrogenReceptor', 'Q9NVA1'})"
"frozenset({'Q13315', 'AndrogenReceptor', 'Q8IZL8'})"
"frozenset({'P09471', 'AndrogenReceptor', 'P30939'})"
"frozenset({'Q9H4G4', 'Q6UB98', 'AndrogenReceptor'})"
"frozenset({'P14866', 'AndrogenReceptor', 'P04637'})"
"frozenset({'Q96GD0', 'Q15831', 'AndrogenReceptor'})"
"frozenset({'O43823', 'AndrogenReceptor', 'P24534'})"
"frozenset({'P51686', 'AndrogenReceptor', 'P55774'})"
"frozenset({'AndrogenReceptor', 'Q9Y618', 'P48431'})"
"frozenset({'P54274', 'AndrogenReceptor', 'Q92608'})"
"frozenset({'AndrogenReceptor', 'Q9HC77', 'Q9NQP4'})"
"frozenset({'AndrogenReceptor', 'Q9UBN7', 'Q7Z2G1'})"
"frozenset({'O75410', 'AndrogenReceptor', 'Q71U36'})"
"frozenset({'P55196', 'P63261', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q12874', 'O75940'})"
"frozenset({'AndrogenReceptor', 'Q7Z4S6', 'O95359'})"
"frozenset({'Q8TAQ2', 'Q14696', 'AndrogenReceptor'})"
"frozenset({'O95389', 'AndrogenReceptor', 'Q14108'})"
"frozenset({'P13196', 'AndrogenReceptor', 'P62328'})"
"frozenset({'P16220', 'AndrogenReceptor', 'Q16798'})"
"frozenset({'P21333', 'Q9Y6K9', 'AndrogenReceptor'})"
"frozenset({'Q9UNE7', 'Q9BVN2', 'AndrogenReceptor'})"
"frozenset({'Q9NX47', 'AndrogenReceptor', 'P00441'})"
"frozenset({'P31645', 'AndrogenReceptor', 'P27361'})"
"frozenset({'Q96IK5', 'AndrogenReceptor', 'Q9BYV2'})"
"frozenset({'O43251', 'P29558', 'AndrogenReceptor'})"
"frozenset({'P78552', 'AndrogenReceptor', 'P01562'})"
"frozenset({'P46108', 'P22607', 'AndrogenReceptor'})"
"frozenset({'P13591', 'AndrogenReceptor', 'O15394'})"
"frozenset({'AndrogenReceptor', 'Q02539', 'Q12926'})"
"frozenset({'Q92905', 'P62316', 'AndrogenReceptor'})"
"frozenset({'Q13618', 'AndrogenReceptor', 'Q9UBL6'})"
"frozenset({'AndrogenReceptor', 'Q9NRR6', 'Q92834'})"
"frozenset({'Q9Y297', 'AndrogenReceptor', 'Q76N32'})"
"frozenset({'O14920', 'AndrogenReceptor', 'Q01201'})"
"frozenset({'AndrogenReceptor', 'O14863', 'O76071'})"
"frozenset({'P04629', 'AndrogenReceptor', 'Q00796'})"
"frozenset({'Q99728', 'AndrogenReceptor', 'Q86W56'})"
"frozenset({'Q86WT1', 'P29692', 'AndrogenReceptor'})"
"frozenset({'Q9H1Y0', 'AndrogenReceptor', 'Q96FW1'})"
"frozenset({'AndrogenReceptor', 'Q7Z6Z7', 'P55036'})"
"frozenset({'P17987', 'AndrogenReceptor', 'Q6PCD5'})"
"frozenset({'P05120', 'AndrogenReceptor', 'Q14943'})"
"frozenset({'Q8WYQ5', 'P50222', 'AndrogenReceptor'})"
"frozenset({'Q13546', 'O00463', 'AndrogenReceptor'})"
"frozenset({'O00571', 'Q9GZQ8', 'AndrogenReceptor'})"
"frozenset({'O15123', 'Q16620', 'AndrogenReceptor'})"
"frozenset({'O60307', 'Q6ZW31', 'AndrogenReceptor'})"
"frozenset({'Q9NSD9', 'Q14697', 'AndrogenReceptor'})"
"frozenset({'O95274', 'P51798', 'AndrogenReceptor'})"
"frozenset({'Q13601', 'AndrogenReceptor', 'Q9UL18'})"
"frozenset({'P10828', 'AndrogenReceptor', 'Q92769'})"
"frozenset({'Q9NSC5', 'AndrogenReceptor', 'P13682'})"
"frozenset({'P31947', 'Q14451', 'AndrogenReceptor'})"
"frozenset({'Q9Y3D7', 'Q9H6X2', 'AndrogenReceptor'})"
"frozenset({'Q9GZS3', 'AndrogenReceptor', 'Q9NPQ8'})"
"frozenset({'Q14165', 'AndrogenReceptor', 'P49736'})"
"frozenset({'P05388', 'P04083', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q13620', 'P23526'})"
"frozenset({'O15350', 'AndrogenReceptor', 'Q96BD6'})"
"frozenset({'Q969H0', 'AndrogenReceptor', 'O14965'})"
"frozenset({'P35398', 'P63165', 'AndrogenReceptor'})"
"frozenset({'O75915', 'Q9H0F7', 'AndrogenReceptor'})"
"frozenset({'Q66LE6', 'AndrogenReceptor', 'P49736'})"
"frozenset({'Q9NW38', 'AndrogenReceptor', 'Q9P0T4'})"
"frozenset({'P04004', 'Q13683', 'AndrogenReceptor'})"
"frozenset({'P09960', 'P04075', 'AndrogenReceptor'})"
"frozenset({'O43318', 'AndrogenReceptor', 'Q9Y230'})"
"frozenset({'Q13415', 'Q15697', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P61764', 'P09972'})"
"frozenset({'O95619', 'AndrogenReceptor', 'Q6PJQ5'})"
"frozenset({'Q5MNZ6', 'AndrogenReceptor', 'Q8N5I2'})"
"frozenset({'Q9NS73', 'AndrogenReceptor', 'P17980'})"
"frozenset({'P10828', 'AndrogenReceptor', 'P61201'})"
"frozenset({'Q09161', 'AndrogenReceptor', 'Q6ZN17'})"
"frozenset({'Q14247', 'P43405', 'AndrogenReceptor'})"
"frozenset({'O00257', 'P78347', 'AndrogenReceptor'})"
"frozenset({'P62847', 'AndrogenReceptor', 'Q8N183'})"
"frozenset({'P22612', 'AndrogenReceptor', 'Q9Y5P0'})"
"frozenset({'Q3SY84', 'P38919', 'AndrogenReceptor'})"
"frozenset({'Q12873', 'AndrogenReceptor', 'Q6I9Y2'})"
"frozenset({'P11362', 'P01106', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q96EQ0', 'Q5GAN6'})"
"frozenset({'Q99558', 'P10412', 'AndrogenReceptor'})"
"frozenset({'P18077', 'AndrogenReceptor', 'P62701'})"
"frozenset({'O00444', 'Q8TCU4', 'AndrogenReceptor'})"
"frozenset({'Q9BXP5', 'Q9H9Z2', 'AndrogenReceptor'})"
"frozenset({'Q8WY07', 'AndrogenReceptor', 'P43657'})"
"frozenset({'P13612', 'Q9H3K6', 'AndrogenReceptor'})"
"frozenset({'Q9P035', 'O95718', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P30480', 'P30046'})"
"frozenset({'Q96CS4', 'AndrogenReceptor', 'Q8NAP3'})"
"frozenset({'AndrogenReceptor', 'Q9H5J8', 'O15160'})"
"frozenset({'O75019', 'P31995', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q6P2Q9', 'Q14108'})"
"frozenset({'O43143', 'AndrogenReceptor', 'Q8IY37'})"
"frozenset({'P43657', 'AndrogenReceptor', 'O60262'})"
"frozenset({'P08195', 'AndrogenReceptor', 'Q6ZNC8'})"
"frozenset({'Q9UKX7', 'O15131', 'AndrogenReceptor'})"
"frozenset({'Q96IZ7', 'O60383', 'AndrogenReceptor'})"
"frozenset({'P43220', 'AndrogenReceptor', 'P26371'})"
"frozenset({'Q05639', 'Q15628', 'AndrogenReceptor'})"
"frozenset({'Q06587', 'P67870', 'AndrogenReceptor'})"
"frozenset({'P62258', 'AndrogenReceptor', 'P07359'})"
"frozenset({'P27797', 'AndrogenReceptor', 'P16473'})"
"frozenset({'P46977', 'AndrogenReceptor', 'Q9GZP9'})"
"frozenset({'Q15323', 'AndrogenReceptor', 'Q9Y247'})"
"frozenset({'Q96JA1', 'Q6AZY7', 'AndrogenReceptor'})"
"frozenset({'P19438', 'AndrogenReceptor', 'P35580'})"
"frozenset({'P27797', 'AndrogenReceptor', 'Q96EQ0'})"
"frozenset({'P41235', 'AndrogenReceptor', 'P02766'})"
"frozenset({'P60409', 'AndrogenReceptor', 'P60369'})"
"frozenset({'Q9BTV5', 'Q13177', 'AndrogenReceptor'})"
"frozenset({'Q8WXF0', 'AndrogenReceptor', 'Q9ULR3'})"
"frozenset({'P17066', 'AndrogenReceptor', 'Q99836'})"
"frozenset({'P35346', 'P08754', 'AndrogenReceptor'})"
"frozenset({'P56524', 'Q14526', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q9UNX3', 'Q9HD33'})"
"frozenset({'P85037', 'AndrogenReceptor', 'Q01167'})"
"frozenset({'P35998', 'Q99436', 'AndrogenReceptor'})"
"frozenset({'Q09472', 'AndrogenReceptor', 'P42229'})"
"frozenset({'Q99575', 'AndrogenReceptor', 'P27635'})"
"frozenset({'Q86WV1', 'Q8NEB9', 'AndrogenReceptor'})"
"frozenset({'Q14166', 'AndrogenReceptor', 'Q9NQG5'})"
"frozenset({'P35442', 'P17301', 'AndrogenReceptor'})"
"frozenset({'Q9BZ23', 'AndrogenReceptor', 'Q9NQT8'})"
"frozenset({'O75122', 'AndrogenReceptor', 'Q7KZI7'})"
"frozenset({'P46108', 'AndrogenReceptor', 'Q14847'})"
"frozenset({'Q13882', 'AndrogenReceptor', 'P10275'})"
"frozenset({'Q9H257', 'AndrogenReceptor', 'Q9HAQ2'})"
"frozenset({'O60658', 'Q13432', 'AndrogenReceptor'})"
"frozenset({'P10451', 'P13693', 'AndrogenReceptor'})"
"frozenset({'Q86YM7', 'Q14573', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q99547', 'Q9UKR5'})"
"frozenset({'Q9GZN1', 'AndrogenReceptor', 'P24534'})"
"frozenset({'P01579', 'AndrogenReceptor', 'P26951'})"
"frozenset({'P43354', 'AndrogenReceptor', 'Q15788'})"
"frozenset({'Q92905', 'Q8IWV2', 'AndrogenReceptor'})"
"frozenset({'O95900', 'AndrogenReceptor', 'O75414'})"
"frozenset({'P84022', 'AndrogenReceptor', 'P49841'})"
"frozenset({'Q9Y468', 'P41229', 'AndrogenReceptor'})"
"frozenset({'Q9H0K1', 'P17612', 'AndrogenReceptor'})"
"frozenset({'O60260', 'AndrogenReceptor', 'O60488'})"
"frozenset({'AndrogenReceptor', 'P09758', 'Q07157'})"
"frozenset({'Q6B0K9', 'P69892', 'AndrogenReceptor'})"
"frozenset({'Q15691', 'O60356', 'AndrogenReceptor'})"
"frozenset({'Q96FV9', 'Q04206', 'AndrogenReceptor'})"
"frozenset({'O95260', 'AndrogenReceptor', 'Q8IW50'})"
"frozenset({'P50995', 'AndrogenReceptor', 'P20648'})"
"frozenset({'O43396', 'Q8IXB1', 'AndrogenReceptor'})"
"frozenset({'P17844', 'P62316', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q99496', 'P42568'})"
"frozenset({'Q96A35', 'Q9H0U6', 'AndrogenReceptor'})"
"frozenset({'Q15428', 'AndrogenReceptor', 'Q9UKV3'})"
"frozenset({'P04629', 'AndrogenReceptor', 'P43246'})"
"frozenset({'P38919', 'AndrogenReceptor', 'Q01130'})"
"frozenset({'O60341', 'AndrogenReceptor', 'Q9UGK8'})"
"frozenset({'P31314', 'AndrogenReceptor', 'Q6STE5'})"
"frozenset({'Q9BWD1', 'P62258', 'AndrogenReceptor'})"
"frozenset({'Q9NTW7', 'AndrogenReceptor', 'Q13547'})"
"frozenset({'P05166', 'AndrogenReceptor', 'Q9UBU9'})"
"frozenset({'O94888', 'Q8IWV7', 'AndrogenReceptor'})"
"frozenset({'P06753', 'P46940', 'AndrogenReceptor'})"
"frozenset({'Q92743', 'AndrogenReceptor', 'P62993'})"
"frozenset({'P05000', 'AndrogenReceptor', 'P48551'})"
"frozenset({'AndrogenReceptor', 'P78357', 'Q12860'})"
"frozenset({'Q14103', 'AndrogenReceptor', 'P01730'})"
"frozenset({'Q15287', 'AndrogenReceptor', 'P63104'})"
"frozenset({'P46937', 'AndrogenReceptor', 'Q16665'})"
"frozenset({'Q13315', 'AndrogenReceptor', 'Q63ZY3'})"
"frozenset({'AndrogenReceptor', 'Q9P2S5', 'Q93084'})"
"frozenset({'Q9BQ83', 'AndrogenReceptor', 'Q13616'})"
"frozenset({'Q9UPP1', 'Q9BTU6', 'AndrogenReceptor'})"
"frozenset({'Q7L5N1', 'P48741', 'AndrogenReceptor'})"
"frozenset({'Q13432', 'Q9BX70', 'AndrogenReceptor'})"
"frozenset({'Q9H221', 'Q969L2', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P16070', 'Q13464'})"
"frozenset({'P42345', 'AndrogenReceptor', 'P55884'})"
"frozenset({'P18206', 'AndrogenReceptor', 'P15822'})"
"frozenset({'P09919', 'P01589', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P28062', 'Q8TAA3'})"
"frozenset({'Q13315', 'Q7L7X3', 'AndrogenReceptor'})"
"frozenset({'Q96QD8', 'O75955', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q7Z7A4', 'P27986'})"
"frozenset({'P0DP24', 'P20823', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q9BPX1', 'Q9NU19'})"
"frozenset({'Q8TAP6', 'AndrogenReceptor', 'P62851'})"
"frozenset({'AndrogenReceptor', 'Q15904', 'Q99729'})"
"frozenset({'Q9NQ84', 'Q8WVE6', 'AndrogenReceptor'})"
"frozenset({'Q9NRC8', 'AndrogenReceptor', 'Q16531'})"
"frozenset({'Q9NVP1', 'AndrogenReceptor', 'Q9NY12'})"
"frozenset({'P49407', 'AndrogenReceptor', 'Q8NGT9'})"
"frozenset({'Q8NC60', 'AndrogenReceptor', 'Q9UL40'})"
"frozenset({'Q02446', 'AndrogenReceptor', 'O43186'})"
"frozenset({'Q01844', 'P01871', 'AndrogenReceptor'})"
"frozenset({'P10828', 'O00459', 'AndrogenReceptor'})"
"frozenset({'O60739', 'AndrogenReceptor', 'O75821'})"
"frozenset({'O43541', 'P36896', 'AndrogenReceptor'})"
"frozenset({'P25490', 'AndrogenReceptor', 'Q13573'})"
"frozenset({'Q92630', 'AndrogenReceptor', 'Q16555'})"
"frozenset({'Q9UP65', 'AndrogenReceptor', 'P27361'})"
"frozenset({'Q13813', 'Q9UI08', 'AndrogenReceptor'})"
"frozenset({'Q96R27', 'P17612', 'AndrogenReceptor'})"
"frozenset({'Q8N0S2', 'Q9HBZ2', 'AndrogenReceptor'})"
"frozenset({'P85037', 'AndrogenReceptor', 'Q96ST3'})"
"frozenset({'P36954', 'AndrogenReceptor', 'P61218'})"
"frozenset({'P31431', 'AndrogenReceptor', 'Q9UQP3'})"
"frozenset({'Q6ZWI9', 'AndrogenReceptor', 'Q9NSC2'})"
"frozenset({'Q9Y5Z0', 'AndrogenReceptor', 'Q9UJY5'})"
"frozenset({'O00469', 'Q13438', 'AndrogenReceptor'})"
"frozenset({'O96008', 'AndrogenReceptor', 'Q7Z7F7'})"
"frozenset({'Q9Y4C8', 'P78362', 'AndrogenReceptor'})"
"frozenset({'Q8WUK0', 'P14406', 'AndrogenReceptor'})"
"frozenset({'Q9BRS2', 'AndrogenReceptor', 'P05067'})"
"frozenset({'Q5VIR6', 'AndrogenReceptor', 'Q96P16'})"
"frozenset({'Q9NZR2', 'Q6FHJ7', 'AndrogenReceptor'})"
"frozenset({'Q9BVC3', 'Q96FV9', 'AndrogenReceptor'})"
"frozenset({'Q9BQG0', 'Q8IUF8', 'AndrogenReceptor'})"
"frozenset({'P09493', 'Q9Y6D9', 'AndrogenReceptor'})"
"frozenset({'P04035', 'AndrogenReceptor', 'Q9NV96'})"
"frozenset({'O14964', 'P61247', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q92896', 'Q9Y287'})"
"frozenset({'Q12791', 'P17612', 'AndrogenReceptor'})"
"frozenset({'Q15047', 'AndrogenReceptor', 'Q5FWF5'})"
"frozenset({'AndrogenReceptor', 'P19174', 'P27816'})"
"frozenset({'O60506', 'Q00839', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P78352', 'Q96FJ2'})"
"frozenset({'Q9Y2U5', 'Q96QF0', 'AndrogenReceptor'})"
"frozenset({'Q14344', 'Q68DD2', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q9UMR2', 'P01859'})"
"frozenset({'AndrogenReceptor', 'Q13885', 'P63244'})"
"frozenset({'Q92598', 'Q86X55', 'AndrogenReceptor'})"
"frozenset({'Q13017', 'P60953', 'AndrogenReceptor'})"
"frozenset({'Q86WH2', 'Q9Y3A3', 'AndrogenReceptor'})"
"frozenset({'Q9UPY6', 'O15143', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q9UQ16', 'Q13451'})"
"frozenset({'P43146', 'P46777', 'AndrogenReceptor'})"
"frozenset({'O60245', 'AndrogenReceptor', 'Q9Y6A5'})"
"frozenset({'AndrogenReceptor', 'Q9UBU9', 'Q9ULJ1'})"
"frozenset({'P15259', 'AndrogenReceptor', 'Q00987'})"
"frozenset({'P61981', 'P05771', 'AndrogenReceptor'})"
"frozenset({'P08235', 'Q99615', 'AndrogenReceptor'})"
"frozenset({'P51531', 'Q8N7W2', 'AndrogenReceptor'})"
"frozenset({'Q16254', 'AndrogenReceptor', 'Q15022'})"
"frozenset({'Q96L21', 'AndrogenReceptor', 'P62701'})"
"frozenset({'Q13315', 'Q8TDI0', 'AndrogenReceptor'})"
"frozenset({'P08621', 'Q04206', 'AndrogenReceptor'})"
"frozenset({'Q9H2K2', 'AndrogenReceptor', 'O15169'})"
"frozenset({'Q92890', 'AndrogenReceptor', 'Q9BZV1'})"
"frozenset({'O43678', 'AndrogenReceptor', 'O75306'})"
"frozenset({'P43403', 'AndrogenReceptor', 'P42336'})"
"frozenset({'AndrogenReceptor', 'P52815', 'Q86TS9'})"
"frozenset({'Q9UQ35', 'AndrogenReceptor', 'Q14999'})"
"frozenset({'Q15078', 'AndrogenReceptor', 'P01889'})"
"frozenset({'Q8N257', 'AndrogenReceptor', 'Q7Z6Z7'})"
"frozenset({'P62318', 'Q969P0', 'AndrogenReceptor'})"
"frozenset({'O95390', 'AndrogenReceptor', 'Q8TEU8'})"
"frozenset({'O95994', 'AndrogenReceptor', 'P43080'})"
"frozenset({'O00170', 'AndrogenReceptor', 'P07949'})"
"frozenset({'P22087', 'AndrogenReceptor', 'P49736'})"
"frozenset({'Q8IWZ5', 'AndrogenReceptor', 'O75093'})"
"frozenset({'AndrogenReceptor', 'Q16665', 'Q9Y5L2'})"
"frozenset({'P12270', 'AndrogenReceptor', 'P28482'})"
"frozenset({'Q9P035', 'P35226', 'AndrogenReceptor'})"
"frozenset({'Q9ULU4', 'Q9Y613', 'AndrogenReceptor'})"
"frozenset({'P37108', 'AndrogenReceptor', 'O00418'})"
"frozenset({'Q5T124', 'Q96F07', 'AndrogenReceptor'})"
"frozenset({'Q9UPP5', 'Q9P2X3', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q58FG1', 'Q8WX93'})"
"frozenset({'Q13131', 'P00533', 'AndrogenReceptor'})"
"frozenset({'Q9NXW2', 'P19438', 'AndrogenReceptor'})"
"frozenset({'Q92499', 'AndrogenReceptor', 'Q15843'})"
"frozenset({'O15169', 'Q93008', 'AndrogenReceptor'})"
"frozenset({'P16389', 'P78357', 'AndrogenReceptor'})"
"frozenset({'Q9H3D4', 'AndrogenReceptor', 'Q96KQ4'})"
"frozenset({'Q9UKT5', 'P62258', 'AndrogenReceptor'})"
"frozenset({'P17568', 'O14949', 'AndrogenReceptor'})"
"frozenset({'Q9BXB1', 'AndrogenReceptor', 'O15118'})"
"frozenset({'O75956', 'AndrogenReceptor', 'P32322'})"
"frozenset({'Q92905', 'Q99638', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'O75022', 'P12314'})"
"frozenset({'P08559', 'P05026', 'AndrogenReceptor'})"
"frozenset({'P25788', 'AndrogenReceptor', 'O15320'})"
"frozenset({'Q9Y2X8', 'P43364', 'AndrogenReceptor'})"
"frozenset({'Q16649', 'AndrogenReceptor', 'O75031'})"
"frozenset({'P26368', 'AndrogenReceptor', 'Q15022'})"
"frozenset({'P04150', 'P05113', 'AndrogenReceptor'})"
"frozenset({'P35638', 'Q96BA8', 'AndrogenReceptor'})"
"frozenset({'Q9UQ72', 'AndrogenReceptor', 'Q05209'})"
